bill	chamber	roll_call_id	date	yea	nay	margin_pct	reach	same_day_peers	earlier_rolls	partial_veto	question	title	description	disposition	reason
SB5801	house	1557898	2025-04-24	51	47	92.2	87		0		House Final Passage as Amended by the House	Concerning transportation resources.	Concerning transportation resources.	candidate	unbatched
SB5801	senate	1558619	2025-04-25	31	17	54.8	19		1		Senate Final Passage as Amended by the House	Concerning transportation resources.	Concerning transportation resources.	candidate	unbatched
SB5802	house	1557717	2025-04-24	63	35	55.6	87		0		House Final Passage as Amended by the House	Rebalancing statutory fund transfers and revenue dedications for transportation.	Rebalancing statutory fund transfers and revenue dedications for transportation.	candidate	unbatched
SB5802	senate	1558067	2025-04-25	37	11	29.7	19		1		Senate Final Passage as Amended by the House	Rebalancing statutory fund transfers and revenue dedications for transportation.	Rebalancing statutory fund transfers and revenue dedications for transportation.	candidate	unbatched
SB5813	house	1555889	2025-04-23	53	45	84.9	87		0		House Final Passage as Amended by the House	Increasing funding to the education legacy trust account by creating a more progressive rate structure for the capital gains tax and estate tax.	Increasing funding to the education legacy trust account by creating a more progressive rate structure for the capital gains tax and estate tax.	candidate	unbatched
SB5813	senate	1557764	2025-04-24	27	21	77.8	19		1		Senate Final Passage as Amended by the House	Increasing funding to the education legacy trust account by creating a more progressive rate structure for the capital gains tax and estate tax.	Increasing funding to the education legacy trust account by creating a more progressive rate structure for the capital gains tax and estate tax.	candidate	unbatched
SB5814	house	1556363	2025-04-23	50	47	94.0	87		0		House Final Passage as Amended by the House	Revised for 1st substitute: Modifying the application and administration of certain excise taxes.	Revised for 1st substitute: Modifying the application and administration of certain excise taxes.	candidate	unbatched
SB5814	senate	1557305	2025-04-24	26	22	84.6	19		1		Senate Final Passage as Amended by the House	Revised for 1st substitute: Modifying the application and administration of certain excise taxes.	Revised for 1st substitute: Modifying the application and administration of certain excise taxes.	candidate	unbatched
SB5820	house	1651963	2026-03-03	54	39	72.2	87		0		House 3rd Reading & Final Passage	Concerning the responsibility of certain counties to include freight rail dependent use overlay as part of the transportation element of their compreh	Concerning the responsibility of certain counties to include freight rail dependent use overlay as part of the transportation element of their comprehensive plan.	candidate	unbatched
SB5820	senate	1628741	2026-02-10	30	19	63.3	19		0		Senate 3rd Reading & Final Passage	Concerning the responsibility of certain counties to include freight rail dependent use overlay as part of the transportation element of their compreh	Concerning the responsibility of certain counties to include freight rail dependent use overlay as part of the transportation element of their comprehensive plan.	candidate	unbatched
SB5825	senate	1624025	2026-02-04	33	16	48.5	19		0		Senate 3rd Reading & Final Passage	Authorizing the Washington state leadership board to solicit gifts, grants, and endowments from public or private sources.	Authorizing the Washington state leadership board to solicit gifts, grants, and endowments from public or private sources.	candidate	unbatched
SB5837	house	1652689	2026-03-04	73	23	31.5	87		0		House 3rd Reading & Final Passage	Revised for 1st substitute: Concerning guardianship, conservatorship, and other protective arrangements for adults.	Revised for 1st substitute: Concerning guardianship, conservatorship, and other protective arrangements for adults.	candidate	unbatched
SB5847	house	1656567	2026-03-06	67	28	41.8	87		0		House Final Passage as Amended by the House	Concerning access to medical care in workers' compensation.	Concerning access to medical care in workers' compensation.	candidate	unbatched
SB5847	senate	1658985	2026-03-10	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Concerning access to medical care in workers' compensation.	Concerning access to medical care in workers' compensation.	candidate	unbatched
SB5855	house	1651847	2026-03-03	56	37	66.1	87		0		House Final Passage as Amended by the House	Concerning the use of face coverings by law enforcement officers.	Concerning the use of face coverings by law enforcement officers.	candidate	unbatched
SB5855	senate	1657454	2026-03-09	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Concerning the use of face coverings by law enforcement officers.	Concerning the use of face coverings by law enforcement officers.	candidate	unbatched
SB5892	house	1648383	2026-02-28	57	36	63.2	87		0		House Final Passage as Amended by the House	Concerning protection of the voter registration database.	Concerning protection of the voter registration database.	candidate	unbatched
SB5892	senate	1657266	2026-03-09	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Concerning protection of the voter registration database.	Concerning protection of the voter registration database.	candidate	unbatched
SB5917	house	1648425	2026-02-28	57	36	63.2	87		0		House 3rd Reading & Final Passage	Improving access to abortion medications.	Improving access to abortion medications.	candidate	unbatched
SB5917	senate	1628501	2026-02-10	32	17	53.1	19		0		Senate 3rd Reading & Final Passage	Improving access to abortion medications.	Improving access to abortion medications.	candidate	unbatched
SB5922	house	1652478	2026-03-04	59	38	64.4	87		0		House 3rd Reading & Final Passage	Authorizing transportation vehicle fund transfers.	Authorizing transportation vehicle fund transfers.	candidate	unbatched
SB5925	house	1654079	2026-03-04	56	41	73.2	87		0		House Final Passage as Amended by the House	Concerning the general powers and duties of the attorney general’s office.	Concerning the general powers and duties of the attorney general’s office.	candidate	unbatched
SB5925	senate	1657372	2026-03-09	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Concerning the general powers and duties of the attorney general’s office.	Concerning the general powers and duties of the attorney general’s office.	candidate	unbatched
SB5938	house	1651820	2026-03-03	59	35	59.3	87		0		House Final Passage as Amended by the House	Concerning the foreclosure prevention fee.	Concerning the foreclosure prevention fee.	candidate	unbatched
SB5957	house	1654047	2026-03-04	72	25	34.7	87		0		House 3rd Reading & Final Passage	Concerning the office of homeless youth prevention and protection programs advisory committee.	Concerning the office of homeless youth prevention and protection programs advisory committee.	candidate	unbatched
SB5974	house	1655923	2026-03-05	54	42	77.8	87		0		House Final Passage as Amended by the House	Modernizing and strengthening laws concerning sheriffs, police chiefs, town marshals, law enforcement agency volunteers, youth cadets, specially commi	Modernizing and strengthening laws concerning sheriffs, police chiefs, town marshals, law enforcement agency volunteers, youth cadets, specially commissioned officers, and police matrons.	candidate	unbatched
SB5974	senate	1657590	2026-03-09	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Modernizing and strengthening laws concerning sheriffs, police chiefs, town marshals, law enforcement agency volunteers, youth cadets, specially commi	Modernizing and strengthening laws concerning sheriffs, police chiefs, town marshals, law enforcement agency volunteers, youth cadets, specially commissioned officers, and police matrons.	candidate	unbatched
SB5981	house	1656583	2026-03-06	67	30	44.8	87		0		House Final Passage as Amended by the House	Revised for 2nd substitute: Concerning the 340B drug pricing program.	Revised for 2nd substitute: Concerning the 340B drug pricing program.	candidate	unbatched
SB5981	senate	1657301	2026-03-09	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Revised for 2nd substitute: Concerning the 340B drug pricing program.	Revised for 2nd substitute: Concerning the 340B drug pricing program.	candidate	unbatched
SB5982	house	1648394	2026-02-28	57	37	64.9	87		0		House Final Passage as Amended by the House	Updating provisions for consumer-owned utilities, including port districts, and affected market customers under the clean energy transformation act.	Updating provisions for consumer-owned utilities, including port districts, and affected market customers under the clean energy transformation act.	candidate	unbatched
SB5982	senate	1658332	2026-03-10	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Updating provisions for consumer-owned utilities, including port districts, and affected market customers under the clean energy transformation act.	Updating provisions for consumer-owned utilities, including port districts, and affected market customers under the clean energy transformation act.	candidate	unbatched
SB5988	house	1654000	2026-03-04	62	34	54.8	87		0		House 3rd Reading & Final Passage	Establishing fee authority for accreditation services provided to opioid treatment programs by the department of health.	Establishing fee authority for accreditation services provided to opioid treatment programs by the department of health.	candidate	unbatched
SB5995	senate	1630354	2026-02-11	31	18	58.1	19		0		Senate 3rd Reading & Final Passage	Concerning moneys available to a port district allocated for the purchase of zero and near zero emission cargo handling equipment.	Concerning moneys available to a port district allocated for the purchase of zero and near zero emission cargo handling equipment.	candidate	unbatched
SB5998	house	1662049	2026-03-12	54	43	79.6	87		1	yes	House Final Passage as Recommended by the Conference Committee	Making 2025-2027 fiscal biennium supplemental operating appropriations.	Making 2025-2027 fiscal biennium supplemental operating appropriations.	candidate	unbatched
SB5998	senate	1662050	2026-03-12	28	21	75.0	19		1	yes	Senate Final Passage as Recommended by Conference Committee	Making 2025-2027 fiscal biennium supplemental operating appropriations.	Making 2025-2027 fiscal biennium supplemental operating appropriations.	candidate	unbatched
SB6002	senate	1658193	2026-03-10	39	10	25.6	19		1		Senate Final Passage as Amended by the House	Concerning driver privacy protections.	Concerning driver privacy protections.	candidate	unbatched
SB6005	house	1661655	2026-03-12	69	26	37.7	87		1	yes	House Final Passage as Recommended by the Conference Committee	Making supplemental transportation appropriations for the 2025-2027 fiscal biennium.	Making supplemental transportation appropriations for the 2025-2027 fiscal biennium.	candidate	unbatched
SB6014	house	1652144	2026-03-03	68	25	36.8	87		0		House 3rd Reading & Final Passage	Concerning pregnancy-related accommodations.	Concerning pregnancy-related accommodations.	candidate	unbatched
SB6026	house	1655468	2026-03-05	69	27	39.1	87		0		House Final Passage as Amended by the House	Concerning residential development in commercial and mixed-use zones.	Concerning residential development in commercial and mixed-use zones.	candidate	unbatched
SB6026	senate	1658737	2026-03-10	35	14	40.0	19		1		Senate Final Passage as Amended by the House	Concerning residential development in commercial and mixed-use zones.	Concerning residential development in commercial and mixed-use zones.	candidate	unbatched
SB6027	house	1655154	2026-03-05	61	34	55.7	87		0		House Final Passage as Amended by the House	Revised for 2nd substitute: Modifying certain funding and exemptions related to providing and maintaining affordable housing and related services.	Revised for 2nd substitute: Modifying certain funding and exemptions related to providing and maintaining affordable housing and related services.	candidate	unbatched
SB6027	senate	1658549	2026-03-10	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Revised for 2nd substitute: Modifying certain funding and exemptions related to providing and maintaining affordable housing and related services.	Revised for 2nd substitute: Modifying certain funding and exemptions related to providing and maintaining affordable housing and related services.	candidate	unbatched
SB6035	house	1651342	2026-03-03	57	36	63.2	87		0		House Final Passage as Amended by the House	Ensuring access to voting services for military, overseas, Native American, and disabled voters.	Ensuring access to voting services for military, overseas, Native American, and disabled voters.	candidate	unbatched
SB6035	senate	1658358	2026-03-10	29	19	65.5	19		1		Senate Final Passage as Amended by the House	Ensuring access to voting services for military, overseas, Native American, and disabled voters.	Ensuring access to voting services for military, overseas, Native American, and disabled voters.	candidate	unbatched
SB6081	house	1652094	2026-03-03	57	36	63.2	87		0		House 3rd Reading & Final Passage	Protecting Washingtonians from invasion of privacy, including the unauthorized disclosure of sex designation information and historic sex designation	Protecting Washingtonians from invasion of privacy, including the unauthorized disclosure of sex designation information and historic sex designation changes in official government records.	candidate	unbatched
SB6081	senate	1631095	2026-02-11	30	19	63.3	19		0		Senate 3rd Reading & Final Passage	Protecting Washingtonians from invasion of privacy, including the unauthorized disclosure of sex designation information and historic sex designation	Protecting Washingtonians from invasion of privacy, including the unauthorized disclosure of sex designation information and historic sex designation changes in official government records.	candidate	unbatched
SB6137	house	1656606	2026-03-06	70	26	37.1	87		0		House Final Passage as Amended by the House	Concerning the regulated sports wagering industry.	Concerning the regulated sports wagering industry.	candidate	unbatched
SB6182	house	1661148	2026-03-11	57	36	63.2	87		0		House 3rd Reading & Final Passage	Establishing an abortion savings program.	Establishing an abortion savings program.	candidate	unbatched
SB6182	senate	1648405	2026-02-28	29	19	65.5	19		0		Senate 3rd Reading & Final Passage	Establishing an abortion savings program.	Establishing an abortion savings program.	candidate	unbatched
SB6188	house	1650708	2026-03-03	61	33	54.1	87		0		House Final Passage as Amended by the House	Concerning the department of labor and industries' authority to enact rules related to regulating asbestos training.	Concerning the department of labor and industries' authority to enact rules related to regulating asbestos training.	candidate	unbatched
SB6188	senate	1659407	2026-03-10	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Concerning the department of labor and industries' authority to enact rules related to regulating asbestos training.	Concerning the department of labor and industries' authority to enact rules related to regulating asbestos training.	candidate	unbatched
SB6200	house	1652102	2026-03-03	65	28	43.1	87		0		House Final Passage as Amended by the House	Concerning renters' and mobile home occupants' ability to install portable cooling devices.	Concerning renters' and mobile home occupants' ability to install portable cooling devices.	candidate	unbatched
SB6200	senate	1658878	2026-03-10	37	12	32.4	19		1		Senate Final Passage as Amended by the House	Concerning renters' and mobile home occupants' ability to install portable cooling devices.	Concerning renters' and mobile home occupants' ability to install portable cooling devices.	candidate	unbatched
SB6225	house	1661044	2026-03-11	59	38	64.4	87		0		House Final Passage as Amended by the House	Authorizing bonds for transportation funding.	Authorizing bonds for transportation funding.	candidate	unbatched
SB6228	house	1661133	2026-03-11	52	42	80.8	87		0		House Final Passage as Amended by the House	Revised for engrossed: Removing a tax exemption for the warehousing and reselling of prescription drugs and providing tax relief for critical access p	Revised for engrossed: Removing a tax exemption for the warehousing and reselling of prescription drugs and providing tax relief for critical access pharmacies.	candidate	unbatched
SB6228	senate	1661946	2026-03-12	26	23	88.5	19		1		Senate Final Passage as Amended by the House	Revised for engrossed: Removing a tax exemption for the warehousing and reselling of prescription drugs and providing tax relief for critical access p	Revised for engrossed: Removing a tax exemption for the warehousing and reselling of prescription drugs and providing tax relief for critical access pharmacies.	candidate	unbatched
SB6231	house	1662104	2026-03-12	51	46	90.2	87		0		House 3rd Reading & Final Passage	Revised for engrossed: Removing a tax exemption for the replacement of equipment for data centers.	Revised for engrossed: Removing a tax exemption for the replacement of equipment for data centers.	candidate	unbatched
SB6231	senate	1648420	2026-02-28	26	23	88.5	19		0		Senate 3rd Reading & Final Passage	Revised for engrossed: Removing a tax exemption for the replacement of equipment for data centers.	Revised for engrossed: Removing a tax exemption for the replacement of equipment for data centers.	candidate	unbatched
SB6237	house	1650617	2026-03-03	65	28	43.1	87		0		House 3rd Reading & Final Passage	Concerning rental property disclosures of flooding history and flood risk.	Concerning rental property disclosures of flooding history and flood risk.	candidate	unbatched
SB6246	house	1656284	2026-03-06	57	38	66.7	87		0	yes	House Final Passage as Amended by the House	Concerning emissions from emissions-intensive, trade-exposed facilities under the climate commitment act.	Concerning emissions from emissions-intensive, trade-exposed facilities under the climate commitment act.	candidate	unbatched
SB6246	senate	1658523	2026-03-10	29	20	69.0	19		1	yes	Senate Final Passage as Amended by the House	Concerning emissions from emissions-intensive, trade-exposed facilities under the climate commitment act.	Concerning emissions from emissions-intensive, trade-exposed facilities under the climate commitment act.	candidate	unbatched
SB6260	house	1660955	2026-03-11	50	47	94.0	87		0		House Final Passage as Amended by the House	Implementing efficiencies and programming changes in public education.	Implementing efficiencies and programming changes in public education.	candidate	unbatched
SB6260	senate	1661559	2026-03-12	26	23	88.5	19		1		Senate Final Passage as Amended by the House	Implementing efficiencies and programming changes in public education.	Implementing efficiencies and programming changes in public education.	candidate	unbatched
SB6302	senate	1633725	2026-02-13	37	11	29.7	19		0		Senate 3rd Reading & Final Passage	Concerning misclassification in the finishing trades on public works projects.	Concerning misclassification in the finishing trades on public works projects.	candidate	unbatched
SB6309	house	1653992	2026-03-04	56	38	67.9	87		0		House Final Passage as Amended by the House	Providing for enhanced municipal permitting tools for high capacity transit projects.	Providing for enhanced municipal permitting tools for high capacity transit projects.	candidate	unbatched
SB6309	senate	1658477	2026-03-10	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Providing for enhanced municipal permitting tools for high capacity transit projects.	Providing for enhanced municipal permitting tools for high capacity transit projects.	candidate	unbatched
SB6346	house	1659315	2026-03-09	51	46	90.2	87		0		House Final Passage as Amended by the House	Establishing a tax on millionaires.	Establishing a tax on millionaires.	candidate	unbatched
SB6346	senate	1661470	2026-03-11	27	21	77.8	19		1		Senate Final Passage As Amended by the House	Establishing a tax on millionaires.	Establishing a tax on millionaires.	candidate	unbatched
SB6347	senate	1661573	2026-03-12	39	10	25.6	19		1		Senate Final Passage as Amended by the House	Revised for engrossed: Undoing certain changes to the estate tax.	Revised for engrossed: Undoing certain changes to the estate tax.	candidate	unbatched
SB6355	house	1661153	2026-03-11	66	27	40.9	87		0		House Final Passage as Amended by the House	Concerning the electric transmission system.	Concerning the electric transmission system.	candidate	unbatched
SB6355	senate	1661374	2026-03-12	32	17	53.1	19		1		Senate Final Passage as Amended by the House	Concerning the electric transmission system.	Concerning the electric transmission system.	candidate	unbatched
