bill	bill_id	chamber	roll_call_id	date	tally	rolls_in_chamber	engrossed_texts	status	chapter	question_from_history	title	description	disposition	reason
S1351	2127637	senate	1661852	2026-03-12	34-0	1	0	2		Read third time in full -- PASSED 34-0-1	Amends existing law to provide for certain ineligibility for reappointment to the same position following express Senate rejection.	STATE OFFICE VACANCIES AND DUTIES OF THE GOVERNOR -- Amends existing law to provide for certain ineligibility for reappointment to the same position following express Senate rejection.	out-of-gate:not-enacted	
S1352	2127594	house	1671400	2026-03-26	36-34	1	1	4	264		Adds to existing law to establish provisions regarding starter home subdivisions.	HOUSING -- Adds to existing law to establish provisions regarding starter home subdivisions.	batched:batch-05	imported in batch-05
S1352	2127594	senate	1666704	2026-03-19	25-10	1	1	4	264	Read third time in full as amended -- PASSED 25-10-0	Adds to existing law to establish provisions regarding starter home subdivisions.	HOUSING -- Adds to existing law to establish provisions regarding starter home subdivisions.	batched:batch-05	imported in batch-05
S1353	2127615	senate	1667136	2026-03-20	23-12	1	1	2		Read third time in full as amended -- PASSED 23-12-0	Adds to existing law to establish provisions regarding regulation of twin homes and duplexes.	HOUSING -- Adds to existing law to establish provisions regarding regulation of twin homes and duplexes.	out-of-gate:not-enacted	
S1354	2127723	house	1671344	2026-03-26	47-23	1	1	4	265		Amends and adds to existing law to revise provisions regarding prohibitions against restrictive covenants banning accessory dwelling units and to establish prov	ACCESSORY DWELLING UNITS -- Amends and adds to existing law to revise provisions regarding prohibitions against restrictive covenants banning accessory dwelling units and to establish provisions regarding accessory dwell	batched:batch-05	imported in batch-05
S1354	2127723	senate	1667128	2026-03-20	25-10	1	1	4	265	Read third time in full as amended -- PASSED 25-10-0	Amends and adds to existing law to revise provisions regarding prohibitions against restrictive covenants banning accessory dwelling units and to establish prov	ACCESSORY DWELLING UNITS -- Amends and adds to existing law to revise provisions regarding prohibitions against restrictive covenants banning accessory dwelling units and to establish provisions regarding accessory dwell	batched:batch-05	imported in batch-05
S1356	2127659	house	1675490	2026-04-01	47-20	1	0	4	333		Amends existing law to revise provisions regarding the election of commissioners in certain single countywide highway districts.	SINGLE COUNTYWIDE HIGHWAY DISTRICTS -- Amends existing law to revise provisions regarding the election of commissioners in certain single countywide highway districts.	dropped:selection	election of commissioners in single countywide highway districts, not recognizable
S1356	2127659	senate	1675489	2026-04-01	19-16	1	0	4	333	Read third time in full -- PASSED 19-16-0	Amends existing law to revise provisions regarding the election of commissioners in certain single countywide highway districts.	SINGLE COUNTYWIDE HIGHWAY DISTRICTS -- Amends existing law to revise provisions regarding the election of commissioners in certain single countywide highway districts.	dropped:selection	election of commissioners in single countywide highway districts, not recognizable
S1358	2127507	senate	1663772	2026-03-16	35-0	1	0	2		Read third time in full -- PASSED 35-0-0	Amends existing law to revise provisions regarding the career ladder for superintendents and building-level administrators.	EDUCATION -- Amends existing law to revise provisions regarding the career ladder for superintendents and building-level administrators.	out-of-gate:not-enacted	
S1359	2127573	house	1675325	2026-04-01	39-30	1	1	3			Adds to existing law to establish the Virtual Currency Kiosk Fraud Prevention Act.	VIRTUAL CURRENCY KIOSK FRAUD PREVENTION ACT -- Adds to existing law to establish the Virtual Currency Kiosk Fraud Prevention Act.	out-of-gate:not-enacted	
S1359	2127573	senate	1666529	2026-03-19	19-16	1	1	3		Read third time in full as amended -- PASSED 19-16-0	Adds to existing law to establish the Virtual Currency Kiosk Fraud Prevention Act.	VIRTUAL CURRENCY KIOSK FRAUD PREVENTION ACT -- Adds to existing law to establish the Virtual Currency Kiosk Fraud Prevention Act.	out-of-gate:not-enacted	
S1361	2127831	house	1662164	2026-03-12	56-10	1	0	4	99		Relates to the maintenance appropriation to Public Safety for fiscal year 2027.	APPROPRIATIONS -- PUBLIC SAFETY -- Relates to the maintenance appropriation to Public Safety for fiscal year 2027.	out-of-gate:not-divided	
S1361	2127831	senate	1659146	2026-03-10	24-11	1	0	4	99	Read third time in full -- PASSED 24-11-0	Relates to the maintenance appropriation to Public Safety for fiscal year 2027.	APPROPRIATIONS -- PUBLIC SAFETY -- Relates to the maintenance appropriation to Public Safety for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1362	2128315	house	1675492	2026-04-01	53-14	1	0	4	330		Relates to the appropriation to the Public Schools Educational Support Program for fiscal year 2027.	APPROPRIATIONS -- PUBLIC SCHOOLS -- Relates to the appropriation to the Public Schools Educational Support Program for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1362	2128315	senate	1675491	2026-04-01	21-13	1	0	4	330	Read third time in full -- PASSED 21-13-1	Relates to the appropriation to the Public Schools Educational Support Program for fiscal year 2027.	APPROPRIATIONS -- PUBLIC SCHOOLS -- Relates to the appropriation to the Public Schools Educational Support Program for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1363	2128888	house	1662033	2026-03-12	62-6	1	0	4	34	Read Third Time in Full -- PASSED 62-6-2	Relates to the maintenance appropriation to Natural Resources for fiscal year 2027.	APPROPRIATIONS -- NATURAL RESOURCES -- Relates to the maintenance appropriation to Natural Resources for fiscal year 2027.	out-of-gate:not-divided	
S1363	2128888	senate	1659038	2026-03-10	28-7	1	0	4	34	Read third time in full -- PASSED 28-7-0	Relates to the maintenance appropriation to Natural Resources for fiscal year 2027.	APPROPRIATIONS -- NATURAL RESOURCES -- Relates to the maintenance appropriation to Natural Resources for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1364	2129073	senate	1661917	2026-03-12	35-0	1	0	2		Read third time in full -- PASSED 35-0-0	Amends existing law to provide for the expiration of temporary rules.	RULES -- Amends existing law to provide for the expiration of temporary rules.	out-of-gate:not-enacted	
S1369	2129275	house	1667811	2026-03-23	68-0	1	0	4	163	Read Third Time in Full -- PASSED 68-0-2	Adds to and repeals existing law to establish provisions regarding place of trial for certain civil actions.	PLACE OF TRIAL OF CIVIL ACTIONS -- Adds to and repeals existing law to establish provisions regarding place of trial for certain civil actions.	out-of-gate:not-divided	
S1369	2129275	senate	1663910	2026-03-16	35-0	1	0	4	163	Read third time in full -- PASSED 35-0-0	Adds to and repeals existing law to establish provisions regarding place of trial for certain civil actions.	PLACE OF TRIAL OF CIVIL ACTIONS -- Adds to and repeals existing law to establish provisions regarding place of trial for certain civil actions.	out-of-gate:not-divided	
S1370	2129300	senate	1661871	2026-03-12	28-6	1	0	2		Read third time in full -- PASSED 28-6-1	Amends existing law to revise a provision regarding abortion trafficking.	ABORTION TRAFFICKING -- Amends existing law to revise a provision regarding abortion trafficking.	out-of-gate:not-enacted	
S1373	2129994	house	1663649	2026-03-16	54-15	1	0	4	70	Read Third Time in Full -- PASSED 54-15-1	Relates to the maintenance appropriation to Economic Development for fiscal year 2027.	APPROPRIATIONS -- ECONOMIC DEVELOPMENT -- Relates to the maintenance appropriation to Economic Development for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1373	2129994	senate	1660499	2026-03-11	26-7	1	0	4	70	Read third time in full -- PASSED 26-7-2	Relates to the maintenance appropriation to Economic Development for fiscal year 2027.	APPROPRIATIONS -- ECONOMIC DEVELOPMENT -- Relates to the maintenance appropriation to Economic Development for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1375	2130514	senate	1661774	2026-03-12	10-25	1	0	1		Read third time in full -- FAILED 10-25-0	Relates to the maintenance appropriations to the Department of Health and Welfare and the State Independent Living Council for fiscal year 2027.	APPROPRIATIONS -- HEALTH AND HUMAN SERVICES -- Relates to the maintenance appropriations to the Department of Health and Welfare and the State Independent Living Council for fiscal year 2027.	out-of-gate:not-enacted	
S1376	2131189	house	1671422	2026-03-26	64-6	1	0	4	235		Amends existing law to revise provisions regarding the filing of declarations of candidacy.	ELECTIONS -- Amends existing law to revise provisions regarding the filing of declarations of candidacy.	out-of-gate:not-divided	
S1376	2131189	senate	1666655	2026-03-19	35-0	1	0	4	235	Read third time in full -- PASSED 35-0-0	Amends existing law to revise provisions regarding the filing of declarations of candidacy.	ELECTIONS -- Amends existing law to revise provisions regarding the filing of declarations of candidacy.	out-of-gate:not-divided	
S1378	2131287	senate	1666657	2026-03-19	20-15	1	0	2		Read third time in full -- PASSED 20-15-0	Amends existing law regarding snowmobiles and off-highway vehicles.	RECREATION VEHICLES -- Amends existing law regarding snowmobiles and off-highway vehicles.	out-of-gate:not-enacted	
S1379	2131936	senate	1663725	2026-03-16	28-7	1	0	2		Read third time in full -- PASSED 28-7-0	Amends existing law to revise a provision regarding the Project Choice program fee.	PROJECT CHOICE PROGRAM FEE -- Amends existing law to revise a provision regarding the Project Choice program fee.	out-of-gate:not-enacted	
S1380	2131976	house	1667237	2026-03-20	60-10	1	0	4	128	Read Third Time in Full -- PASSED 60-10-0	Relates to the appropriation to the Endowment Fund Investment Board for fiscal year 2027.	APPROPRIATIONS -- ENDOWMENT FUND INVESTMENT BOARD -- Relates to the appropriation to the Endowment Fund Investment Board for fiscal year 2027.	out-of-gate:not-divided	
S1380	2131976	senate	1665646	2026-03-18	30-5	1	0	4	128	Read third time in full -- PASSED 30-5-0	Relates to the appropriation to the Endowment Fund Investment Board for fiscal year 2027.	APPROPRIATIONS -- ENDOWMENT FUND INVESTMENT BOARD -- Relates to the appropriation to the Endowment Fund Investment Board for fiscal year 2027.	out-of-gate:not-divided	
S1381	2131896	house	1667233	2026-03-20	36-34	1	0	4	152	Read Third Time in Full -- PASSED 36-34-0	Relates to the appropriation to the Idaho State Lottery for fiscal year 2027.	APPROPRIATIONS -- IDAHO STATE LOTTERY -- Relates to the appropriation to the Idaho State Lottery for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1381	2131896	senate	1665635	2026-03-18	22-13	1	0	4	152	Read third time in full -- PASSED 22-13-0	Relates to the appropriation to the Idaho State Lottery for fiscal year 2027.	APPROPRIATIONS -- IDAHO STATE LOTTERY -- Relates to the appropriation to the Idaho State Lottery for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1382	2132016	house	1668156	2026-03-23	32-36	1	0	2		Read Third Time in Full -- FAILED 32-36-2	Relates to the appropriation to the Department of Fish and Game for fiscal year 2027.	APPROPRIATIONS -- DEPARTMENT OF FISH AND GAME -- Relates to the appropriation to the Department of Fish and Game for fiscal year 2027.	out-of-gate:not-enacted	
S1382	2132016	senate	1665849	2026-03-18	23-12	1	0	2		Read third time in full -- PASSED 23-12-0	Relates to the appropriation to the Department of Fish and Game for fiscal year 2027.	APPROPRIATIONS -- DEPARTMENT OF FISH AND GAME -- Relates to the appropriation to the Department of Fish and Game for fiscal year 2027.	out-of-gate:not-enacted	
S1383	2132058	house	1667229	2026-03-20	65-5	1	0	4	155	Read Third Time in Full -- PASSED 65-5-0	Relates to the appropriation to the Division of Veterans Services for fiscal year 2027.	APPROPRIATIONS -- DIVISION OF VETERANS SERVICES -- Relates to the appropriation to the Division of Veterans Services for fiscal year 2027.	out-of-gate:not-divided	
S1383	2132058	senate	1665650	2026-03-18	32-3	1	0	4	155	Read third time in full -- PASSED 32-3-0	Relates to the appropriation to the Division of Veterans Services for fiscal year 2027.	APPROPRIATIONS -- DIVISION OF VETERANS SERVICES -- Relates to the appropriation to the Division of Veterans Services for fiscal year 2027.	out-of-gate:not-divided	
S1384	2132097	house	1667231	2026-03-20	39-30	1	0	4	129	Read Third Time in Full -- PASSED 39-30-1	Relates to the appropriation to the Public Utilities Commission for fiscal year 2027.	APPROPRIATIONS -- PUBLIC UTILITIES COMMISSION -- Relates to the appropriation to the Public Utilities Commission for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1384	2132097	senate	1665633	2026-03-18	31-4	1	0	4	129	Read third time in full -- PASSED 31-4-0	Relates to the appropriation to the Public Utilities Commission for fiscal year 2027.	APPROPRIATIONS -- PUBLIC UTILITIES COMMISSION -- Relates to the appropriation to the Public Utilities Commission for fiscal year 2027.	out-of-gate:not-divided	
S1385	2131861	house	1667223	2026-03-20	36-34	1	0	4	144	Read Third Time in Full -- PASSED 36-34-0	Relates to the appropriation to the Industrial Commission for fiscal year 2027.	APPROPRIATIONS -- INDUSTRIAL COMMISSION -- Relates to the appropriation to the Industrial Commission for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1385	2131861	senate	1665691	2026-03-18	23-12	1	0	4	144	Read third time in full -- PASSED 23-12-0	Relates to the appropriation to the Industrial Commission for fiscal year 2027.	APPROPRIATIONS -- INDUSTRIAL COMMISSION -- Relates to the appropriation to the Industrial Commission for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1386	2132349	house	1667227	2026-03-20	49-21	1	0	4	130	Read Third Time in Full -- PASSED 49-21-0	Relates to the appropriation to the Commission of Pardons and Parole for fiscal years 2026 and 2027.	APPROPRIATIONS -- COMMISSION OF PARDONS AND PAROLE -- Relates to the appropriation to the Commission of Pardons and Parole for fiscal years 2026 and 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1386	2132349	senate	1665634	2026-03-18	29-6	1	0	4	130	Read third time in full -- PASSED 29-6-0	Relates to the appropriation to the Commission of Pardons and Parole for fiscal years 2026 and 2027.	APPROPRIATIONS -- COMMISSION OF PARDONS AND PAROLE -- Relates to the appropriation to the Commission of Pardons and Parole for fiscal years 2026 and 2027.	out-of-gate:not-divided	
S1387	2134319	house	1667707	2026-03-23	62-6	1	0	4	136	Read Third Time in Full -- PASSED 62-6-2	Relates to the appropriation to the Idaho State Historical Society for fiscal year 2027.	APPROPRIATIONS -- IDAHO STATE HISTORICAL SOCIETY -- Relates to the appropriation to the Idaho State Historical Society for fiscal year 2027.	out-of-gate:not-divided	
S1387	2134319	senate	1665911	2026-03-18	31-3	1	0	4	136	Read third time in full -- PASSED 31-3-1	Relates to the appropriation to the Idaho State Historical Society for fiscal year 2027.	APPROPRIATIONS -- IDAHO STATE HISTORICAL SOCIETY -- Relates to the appropriation to the Idaho State Historical Society for fiscal year 2027.	out-of-gate:not-divided	
S1388	2134275	house	1668091	2026-03-23	46-21	1	0	4	156	Read Third Time in Full -- PASSED 46-21-3	Relates to the appropriation to the Department of Correction for fiscal years 2026 and 2027.	APPROPRIATIONS -- DEPARTMENT OF CORRECTION -- Relates to the appropriation to the Department of Correction for fiscal years 2026 and 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1388	2134275	senate	1665862	2026-03-18	26-9	1	0	4	156	Read third time in full -- PASSED 26-9-0	Relates to the appropriation to the Department of Correction for fiscal years 2026 and 2027.	APPROPRIATIONS -- DEPARTMENT OF CORRECTION -- Relates to the appropriation to the Department of Correction for fiscal years 2026 and 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1389	2134149	house	1673024	2026-03-30	66-0	1	0	4	288		Amends existing law to limit liability for owners of property used as a polling place.	POLLING PLACES -- Amends existing law to limit liability for owners of property used as a polling place.	out-of-gate:not-divided	
S1389	2134149	senate	1667226	2026-03-20	35-0	1	0	4	288	Read third time in full -- PASSED 35-0-0	Amends existing law to limit liability for owners of property used as a polling place.	POLLING PLACES -- Amends existing law to limit liability for owners of property used as a polling place.	out-of-gate:not-divided	
S1391	2134246	house	1673401	2026-03-30	66-0	1	0	4	278		Amends Senate Bill No. 1326 to provide for scope and applicability.	PROPERTY -- Amends Senate Bill No. 1326 to provide for scope and applicability.	out-of-gate:not-divided	
S1391	2134246	senate	1667236	2026-03-20	34-1	1	0	4	278	Read third time in full -- PASSED 34-1-0	Amends Senate Bill No. 1326 to provide for scope and applicability.	PROPERTY -- Amends Senate Bill No. 1326 to provide for scope and applicability.	out-of-gate:not-divided	
S1396	2134263	house	1673414	2026-03-30	67-0	1	0	4	280		Repeals existing law to remove obsolete provisions relating to membership on the Pacific Fisheries Legislative Task Force.	PACIFIC FISHERIES LEGISLATIVE TASK FORCE -- Repeals existing law to remove obsolete provisions relating to membership on the Pacific Fisheries Legislative Task Force.	out-of-gate:not-divided	
S1396	2134263	senate	1669805	2026-03-25	34-0	1	0	4	280	Read third time in full -- PASSED 34-0-1	Repeals existing law to remove obsolete provisions relating to membership on the Pacific Fisheries Legislative Task Force.	PACIFIC FISHERIES LEGISLATIVE TASK FORCE -- Repeals existing law to remove obsolete provisions relating to membership on the Pacific Fisheries Legislative Task Force.	out-of-gate:not-divided	
S1397	2134371	house	1671796	2026-03-27	18-51	1	0	2			Amends and adds to existing law to provide when wastewater corporations may be a public utility.	WASTEWATER CORPORATIONS -- Amends and adds to existing law to provide when wastewater corporations may be a public utility.	out-of-gate:not-enacted	
S1397	2134371	senate	1669822	2026-03-25	21-14	1	0	2		Read third time in full -- PASSED 21-14-0	Amends and adds to existing law to provide when wastewater corporations may be a public utility.	WASTEWATER CORPORATIONS -- Amends and adds to existing law to provide when wastewater corporations may be a public utility.	out-of-gate:not-enacted	
S1398	2134431	senate	1670397	2026-03-25	23-10	1	0	2		Read third time in full -- PASSED 23-10-2	Amends and adds to existing law to include the office of the president of the United States into the state primary election and to move the primary election dat	ELECTIONS -- Amends and adds to existing law to include the office of the president of the United States into the state primary election and to move the primary election date to the Tuesday following the first Monday in	out-of-gate:not-enacted	
S1401	2135635	house	1673000	2026-03-30	30-36	1	0	2			Relates to the appropriation to the Department of Health and Welfare for fiscal year 2027.	APPROPRIATIONS -- HEALTH AND WELFARE -- PUBLIC HEALTH SERVICES -- Relates to the appropriation to the Department of Health and Welfare for fiscal year 2027.	out-of-gate:not-enacted	
S1401	2135635	senate	1671704	2026-03-27	21-14	1	0	2		Read third time in full -- PASSED 21-14-0	Relates to the appropriation to the Department of Health and Welfare for fiscal year 2027.	APPROPRIATIONS -- HEALTH AND WELFARE -- PUBLIC HEALTH SERVICES -- Relates to the appropriation to the Department of Health and Welfare for fiscal year 2027.	out-of-gate:not-enacted	
S1402	2135678	house	1669102	2026-03-24	49-21	1	0	4	209		Relates to the appropriation to the Department of Juvenile Corrections for fiscal year 2027.	APPROPRIATIONS -- DEPARTMENT OF JUVENILE CORRECTIONS -- Relates to the appropriation to the Department of Juvenile Corrections for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1402	2135678	senate	1667963	2026-03-23	25-9	1	0	4	209	Read third time in full -- PASSED 25-9-1	Relates to the appropriation to the Department of Juvenile Corrections for fiscal year 2027.	APPROPRIATIONS -- DEPARTMENT OF JUVENILE CORRECTIONS -- Relates to the appropriation to the Department of Juvenile Corrections for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1403	2135630	house	1669086	2026-03-24	41-29	1	0	4	214		Relates to the appropriation to the Department of Environmental Quality for fiscal year 2027.	APPROPRIATIONS -- DEPARTMENT OF ENVIRONMENTAL QUALITY -- Relates to the appropriation to the Department of Environmental Quality for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1403	2135630	senate	1667746	2026-03-23	24-9	1	0	4	214	Read third time in full -- PASSED 24-9-2	Relates to the appropriation to the Department of Environmental Quality for fiscal year 2027.	APPROPRIATIONS -- DEPARTMENT OF ENVIRONMENTAL QUALITY -- Relates to the appropriation to the Department of Environmental Quality for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1404	2135668	house	1669039	2026-03-24	47-23	1	0	4	215		Relates to the appropriation to the Department of Agriculture for fiscal years 2026 and 2027.	APPROPRIATIONS -- DEPARTMENT OF AGRICULTURE -- Relates to the appropriation to the Department of Agriculture for fiscal years 2026 and 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1404	2135668	senate	1667895	2026-03-23	26-8	1	0	4	215	Read third time in full -- PASSED 26-8-1	Relates to the appropriation to the Department of Agriculture for fiscal years 2026 and 2027.	APPROPRIATIONS -- DEPARTMENT OF AGRICULTURE -- Relates to the appropriation to the Department of Agriculture for fiscal years 2026 and 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1405	2135582	house	1669075	2026-03-24	64-6	1	0	4	213		Relates to the appropriation to the Soil and Water Conservation Commission for fiscal years 2026 and 2027.	APPROPRIATIONS -- SOIL AND WATER CONSERVATION COMMISSION -- Relates to the appropriation to the Soil and Water Conservation Commission for fiscal years 2026 and 2027.	out-of-gate:not-divided	
S1405	2135582	senate	1667861	2026-03-23	30-4	1	0	4	213	Read third time in full -- PASSED 30-4-1	Relates to the appropriation to the Soil and Water Conservation Commission for fiscal years 2026 and 2027.	APPROPRIATIONS -- SOIL AND WATER CONSERVATION COMMISSION -- Relates to the appropriation to the Soil and Water Conservation Commission for fiscal years 2026 and 2027.	out-of-gate:not-divided	
S1406	2135658	house	1669042	2026-03-24	39-31	1	0	4	212		Relates to the appropriation to the Office of the State Public Defender for fiscal year 2027.	APPROPRIATIONS -- OFFICE OF THE STATE PUBLIC DEFENDER -- Relates to the appropriation to the Office of the State Public Defender for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1406	2135658	senate	1667878	2026-03-23	22-12	1	0	4	212	Read third time in full -- PASSED 22-12-1	Relates to the appropriation to the Office of the State Public Defender for fiscal year 2027.	APPROPRIATIONS -- OFFICE OF THE STATE PUBLIC DEFENDER -- Relates to the appropriation to the Office of the State Public Defender for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1407	2135601	house	1668909	2026-03-24	40-30	1	0	4	192		Relates to the appropriation to the Division of Occupational and Professional Licenses for fiscal year 2027.	APPROPRIATIONS -- DIVISION OF OCCUPATIONAL AND PROFESSIONAL LICENSES -- Relates to the appropriation to the Division of Occupational and Professional Licenses for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1407	2135601	senate	1667860	2026-03-23	24-10	1	0	4	192	Read third time in full -- PASSED 24-10-1	Relates to the appropriation to the Division of Occupational and Professional Licenses for fiscal year 2027.	APPROPRIATIONS -- DIVISION OF OCCUPATIONAL AND PROFESSIONAL LICENSES -- Relates to the appropriation to the Division of Occupational and Professional Licenses for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1408	2135589	house	1675494	2026-04-01	49-18	1	0	4	328		Relates to the appropriation to the Public Schools Educational Support Program's Division of Educational Services for the Deaf and the Blind for fiscal year 202	APPROPRIATIONS -- PUBLIC SCHOOLS -- EDUCATIONAL SERVICES FOR THE DEAF AND THE BLIND -- Relates to the appropriation to the Public Schools Educational Support Program's Division of Educational Services for the Deaf and th	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1408	2135589	senate	1675493	2026-04-01	21-14	1	0	4	328	Read third time in full -- PASSED 21-14-0	Relates to the appropriation to the Public Schools Educational Support Program's Division of Educational Services for the Deaf and the Blind for fiscal year 202	APPROPRIATIONS -- PUBLIC SCHOOLS -- EDUCATIONAL SERVICES FOR THE DEAF AND THE BLIND -- Relates to the appropriation to the Public Schools Educational Support Program's Division of Educational Services for the Deaf and th	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1409	2135717	house	1669068	2026-03-24	60-10	1	0	4	208		Relates to the appropriation to the Idaho State Police for fiscal year 2027.	APPROPRIATIONS -- IDAHO STATE POLICE -- Relates to the appropriation to the Idaho State Police for fiscal year 2027.	out-of-gate:not-divided	
S1409	2135717	senate	1667680	2026-03-23	28-5	1	0	4	208	Read third time in full -- PASSED 28-5-2	Relates to the appropriation to the Idaho State Police for fiscal year 2027.	APPROPRIATIONS -- IDAHO STATE POLICE -- Relates to the appropriation to the Idaho State Police for fiscal year 2027.	out-of-gate:not-divided	
S1410	2135764	house	1675496	2026-04-01	67-0	1	0	4	308		Adds to existing law to provide legislative approval for the Department of Health and Welfare to submit a state plan amendment regarding change in encounter rat	MEDICAID -- Adds to existing law to provide legislative approval for the Department of Health and Welfare to submit a state plan amendment regarding change in encounter rate due to change in scope of services.	out-of-gate:not-divided	
S1410	2135764	senate	1671551	2026-03-26	33-0	1	0	4	308	Read third time in full -- PASSED 33-0-2	Adds to existing law to provide legislative approval for the Department of Health and Welfare to submit a state plan amendment regarding change in encounter rat	MEDICAID -- Adds to existing law to provide legislative approval for the Department of Health and Welfare to submit a state plan amendment regarding change in encounter rate due to change in scope of services.	out-of-gate:not-divided	
S1412	2135839	house	1671473	2026-03-26	66-0	1	0	4	248		Adds to existing law to provide for the Idaho Student Safety and Educator Disclosure Act.	EDUCATION -- Adds to existing law to provide for the Idaho Student Safety and Educator Disclosure Act.	out-of-gate:not-divided	
S1412	2135839	senate	1669059	2026-03-24	34-0	1	0	4	248	Read third time in full -- PASSED 34-0-1	Adds to existing law to provide for the Idaho Student Safety and Educator Disclosure Act.	EDUCATION -- Adds to existing law to provide for the Idaho Student Safety and Educator Disclosure Act.	out-of-gate:not-divided	
S1416	2136255	house	1671458	2026-03-26	55-14	1	0	4	256		Relates to the appropriation to the Office of Species, Minerals, and Energy Coordination for fiscal year 2027.	APPROPRIATIONS -- SMEC -- Relates to the appropriation to the Office of Species, Minerals, and Energy Coordination for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1416	2136255	senate	1669375	2026-03-24	30-3	1	0	4	256	Read third time in full -- PASSED 30-3-2	Relates to the appropriation to the Office of Species, Minerals, and Energy Coordination for fiscal year 2027.	APPROPRIATIONS -- SMEC -- Relates to the appropriation to the Office of Species, Minerals, and Energy Coordination for fiscal year 2027.	out-of-gate:not-divided	
S1417	2136226	house	1671323	2026-03-26	39-30	1	0	4	255		Relates to the appropriation to the Department of Parks and Recreation for fiscal years 2027 and 2026.	APPROPRIATIONS -- DEPARTMENT OF PARKS AND RECREATION -- Relates to the appropriation to the Department of Parks and Recreation for fiscal years 2027 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1417	2136226	senate	1669021	2026-03-24	25-8	1	0	4	255	Read third time in full -- PASSED 25-8-2	Relates to the appropriation to the Department of Parks and Recreation for fiscal years 2027 and 2026.	APPROPRIATIONS -- DEPARTMENT OF PARKS AND RECREATION -- Relates to the appropriation to the Department of Parks and Recreation for fiscal years 2027 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1418	2137014	senate	1673299	2026-03-30	15-20	1	1	1		Read third time in full as amended -- FAILED 15-20-0	Adds to existing law to establish the Idaho Kratom Consumer Protection and Safety Act.	KRATOM -- Adds to existing law to establish the Idaho Kratom Consumer Protection and Safety Act.	out-of-gate:not-enacted	
S1419	2136930	senate	1671532	2026-03-26	11-23	1	0	1		Read in full as required) -- FAILED 11-23-1	Amends and adds to existing law to establish the Idaho Child Care Program.	IDAHO CHILD CARE PROGRAM -- Amends and adds to existing law to establish the Idaho Child Care Program.	out-of-gate:not-enacted	
S1420	2137165	senate	1673261	2026-03-30	18-16	1	0	2		Read third time in full -- PASSED 18-16-1	Amends existing law to provide for the Medical Education Fund and to provide for certain funding.	MEDICAL EDUCATION -- Amends existing law to provide for the Medical Education Fund and to provide for certain funding.	out-of-gate:not-enacted	
S1423	2137136	senate	1671722	2026-03-27	22-13	1	0	2		Read third time in full -- PASSED 22-13-0	Adds to existing law to establish the Financial Accountability Stablecoin Transaction (FAST) Act to provide for the authorization and use of payment stablecoins	FINANCIAL ACCOUNTABILITY STABLECOIN TRANSACTION ACT -- Adds to existing law to establish the Financial Accountability Stablecoin Transaction (FAST) Act to provide for the authorization and use of payment stablecoins.	out-of-gate:not-enacted	
