bill	bill_id	chamber	roll_call_id	date	tally	rolls_in_chamber	engrossed_texts	status	chapter	question_from_history	title	description	disposition	reason
S1121	1979546	senate	1502720	2025-02-28	33-0	1	0	4	90	Read third time in full -- PASSED 33-0-2	Amends existing law to revise provisions regarding prohibiting the final disposition of dead human bodies.	COUNTIES -- Amends existing law to revise provisions regarding prohibiting the final disposition of dead human bodies.	out-of-gate:not-divided	
S1124	1979596	senate	1514574	2025-03-11	16-19	1	1	1		Read third time in full as amended -- FAILED 16-19-0	Adds to existing law to provide for electric corporations' standard of care for wildfire liability.	PUBLIC UTILITY REGULATION -- Adds to existing law to provide for electric corporations' standard of care for wildfire liability.	out-of-gate:not-enacted	
S1125	1979512	senate	1534959	2025-04-02	29-6	1	0	2		Read third time in full -- PASSED 29-6-0	Adds to existing law to establish provisions regarding assistance to political subdivisions for the defense of state law.	CONSTITUTIONAL DEFENSE COUNCIL -- Adds to existing law to establish provisions regarding assistance to political subdivisions for the defense of state law.	out-of-gate:not-enacted	
S1126	1981170	house	1519188	2025-03-17	61-0	1	1	4	181		Amends existing law to revise provisions regarding self-service storage facilities.	PROPERTY -- Amends existing law to revise provisions regarding self-service storage facilities.	out-of-gate:not-divided	
S1126	1981170	senate	1522963	2025-03-20	29-3	2	1	4	181	Read third time as amended in the House -- PASSED 29-3-3	Amends existing law to revise provisions regarding self-service storage facilities.	PROPERTY -- Amends existing law to revise provisions regarding self-service storage facilities.	superseded:last-roll-not-divided	
S1128	1981382	senate	1504656	2025-03-03	24-10	1	0	2		Read third time in full -- PASSED 24-10-1	Adds to existing law to provide for the funding of water infrastructure projects.	WATER MANAGEMENT ACCOUNT -- Adds to existing law to provide for the funding of water infrastructure projects.	out-of-gate:not-enacted	
S1130	1983835	house	1525670	2025-03-24	45-23	1	0	4	240	Read Third Time in Full -- PASSED 45-23-2	Relates to the appropriation to the Military Division for fiscal years 2025 and 2026.	APPROPRIATIONS -- MILITARY DIVISION -- Relates to the appropriation to the Military Division for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1130	1983835	senate	1502800	2025-02-28	21-12	1	0	4	240	Read third time in full -- PASSED 21-12-2 -Engelking	Relates to the appropriation to the Military Division for fiscal years 2025 and 2026.	APPROPRIATIONS -- MILITARY DIVISION -- Relates to the appropriation to the Military Division for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1131	1983841	house	1514624	2025-03-11	35-33	1	0	4	134	Read Third Time in Full -- PASSED 35-33-2	Relates to the appropriation to the to the Department of Insurance for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF INSURANCE -- Relates to the appropriation to the to the Department of Insurance for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1131	1983841	senate	1505108	2025-03-04	23-11	1	0	4	134	Read third time in full -- PASSED 23-11-1	Relates to the appropriation to the to the Department of Insurance for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF INSURANCE -- Relates to the appropriation to the to the Department of Insurance for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1132	1983847	house	1525664	2025-03-24	59-8	1	0	4	225	Read Third Time in Full -- PASSED 59-8-3	Relates to the appropriation to the State Independent Living Council for fiscal year 2026.	APPROPRIATIONS -- STATE INDEPENDENT LIVING COUNCIL -- Relates to the appropriation to the State Independent Living Council for fiscal year 2026.	out-of-gate:not-divided	
S1132	1983847	senate	1502371	2025-02-28	33-0	1	0	4	225	Read third time in full -- PASSED 33-0-2	Relates to the appropriation to the State Independent Living Council for fiscal year 2026.	APPROPRIATIONS -- STATE INDEPENDENT LIVING COUNCIL -- Relates to the appropriation to the State Independent Living Council for fiscal year 2026.	out-of-gate:not-divided	
S1133	1985172	house	1527165	2025-03-25	50-18	1	1	4	241	Read Third Time in Full -- PASSED 50-18-2	Amends, repeals, and adds to existing law to revise the Agricultural Protection Area Act.	AGRICULTURAL PROTECTION AREAS -- Amends, repeals, and adds to existing law to revise the Agricultural Protection Area Act.	dropped:selection	Agricultural Protection Area Act revision, not recognizable
S1133	1985172	senate	1517965	2025-03-14	27-7	1	1	4	241	Read third time in full as amended -- PASSED 27-7-1	Amends, repeals, and adds to existing law to revise the Agricultural Protection Area Act.	AGRICULTURAL PROTECTION AREAS -- Amends, repeals, and adds to existing law to revise the Agricultural Protection Area Act.	dropped:selection	Agricultural Protection Area Act revision, not recognizable
S1137	1988785	house	1517961	2025-03-14	60-7	1	0	4	135	Read Third Time in Full -- PASSED 60-7-3	Relates to the appropriation to the Division of Veterans Services for fiscal year 2026.	APPROPRIATIONS -- DIVISION OF VETERANS SERVICES -- Relates to the appropriation to the Division of Veterans Services for fiscal year 2026.	out-of-gate:not-divided	
S1137	1988785	senate	1508706	2025-03-06	27-7	1	0	4	135	Read third time in full -- PASSED 27-7-1	Relates to the appropriation to the Division of Veterans Services for fiscal year 2026.	APPROPRIATIONS -- DIVISION OF VETERANS SERVICES -- Relates to the appropriation to the Division of Veterans Services for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1138	1988933	house	1516196	2025-03-12	29-37	1	0	2		Read Third Time in Full -- FAILED 29-37-4	Relates to the appropriation to the Department of Finance for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF FINANCE -- Relates to the appropriation to the Department of Finance for fiscal year 2026.	out-of-gate:not-enacted	
S1138	1988933	senate	1508704	2025-03-06	22-13	1	0	2		Read third time in full -- PASSED 22-13-0	Relates to the appropriation to the Department of Finance for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF FINANCE -- Relates to the appropriation to the Department of Finance for fiscal year 2026.	out-of-gate:not-enacted	
S1139	1990198	house	1522104	2025-03-19	49-15	1	0	4	182	Read Third Time in Full -- PASSED 49-15-6	Amends existing law to provide for the rejection of certain applicants due to certain criminal histories.	PEACE OFFICER STANDARDS AND TRAINING COUNCIL -- Amends existing law to provide for the rejection of certain applicants due to certain criminal histories.	candidate:unbatched	
S1139	1990198	senate	1515391	2025-03-11	34-0	1	0	4	182	Read third time in full -- PASSED 34-0-1	Amends existing law to provide for the rejection of certain applicants due to certain criminal histories.	PEACE OFFICER STANDARDS AND TRAINING COUNCIL -- Amends existing law to provide for the rejection of certain applicants due to certain criminal histories.	out-of-gate:not-divided	
S1140	1990291	house	1529707	2025-03-27	59-9	1	1	4	242		Amends existing law to define a term and to revise provisions regarding violations and enforcement.	TRANSPORTATION -- Amends existing law to define a term and to revise provisions regarding violations and enforcement.	out-of-gate:not-divided	
S1140	1990291	senate	1525557	2025-03-24	28-6	1	1	4	242	Read in full as required) -- PASSED 28-6-1	Amends existing law to define a term and to revise provisions regarding violations and enforcement.	TRANSPORTATION -- Amends existing law to define a term and to revise provisions regarding violations and enforcement.	out-of-gate:not-divided	
S1141	1990225	house	1527078	2025-03-25	59-10	1	1	4	248	Read Third Time in Full -- PASSED 59-10-1	Adds to existing law to establish provisions regarding a ban on unauthorized public camping or sleeping.	STATE GOVERNMENT -- Adds to existing law to establish provisions regarding a ban on unauthorized public camping or sleeping.	out-of-gate:not-divided	
S1141	1990225	senate	1518096	2025-03-14	27-8	1	1	4	248	Read third time in full as amended -- PASSED 27-8-0	Adds to existing law to establish provisions regarding a ban on unauthorized public camping or sleeping.	STATE GOVERNMENT -- Adds to existing law to establish provisions regarding a ban on unauthorized public camping or sleeping.	batched:batch-03	imported in batch-03
S1142	1990182	house	1536679	2025-04-03	56-13	1	1	4	328		Amends and repeals existing law to transfer funds from the Empowering Parents Grant Program Fund to the General Fund and to repeal the Empowering Parents Grant	EDUCATION -- Amends and repeals existing law to transfer funds from the Empowering Parents Grant Program Fund to the General Fund and to repeal the Empowering Parents Grant Program.	out-of-gate:not-divided	
S1142	1990182	senate	1537274	2025-04-04	33-0	2	1	4	328	Read in full as required) -- PASSED 33-0-2	Amends and repeals existing law to transfer funds from the Empowering Parents Grant Program Fund to the General Fund and to repeal the Empowering Parents Grant	EDUCATION -- Amends and repeals existing law to transfer funds from the Empowering Parents Grant Program Fund to the General Fund and to repeal the Empowering Parents Grant Program.	out-of-gate:not-divided	
S1144	1990165	house	1529437	2025-03-27	58-10	1	0	4	243		Repeals and adds to existing law to establish provisions regarding laying out of highways.	TRANSPORTATION -- Repeals and adds to existing law to establish provisions regarding laying out of highways.	out-of-gate:not-divided	
S1144	1990165	senate	1525559	2025-03-24	26-7	1	0	4	243	Read third time in full -- PASSED 26-7-2	Repeals and adds to existing law to establish provisions regarding laying out of highways.	TRANSPORTATION -- Repeals and adds to existing law to establish provisions regarding laying out of highways.	candidate:unbatched	
S1145	1990275	senate	1515325	2025-03-11	14-21	1	0	1		Read third time in full -- FAILED 14-21-0	Adds to existing law to establish provisions regarding an Early Literacy Readiness Program.	EDUCATION -- Adds to existing law to establish provisions regarding an Early Literacy Readiness Program.	out-of-gate:not-enacted	
S1146	1990133	house	1524979	2025-03-24	58-9	1	0	4	226	Read Third Time in Full -- PASSED 58-9-3	Amends existing law to revise a provision regarding the Oil and Gas Conservation Commission.	OIL AND GAS -- Amends existing law to revise a provision regarding the Oil and Gas Conservation Commission.	out-of-gate:not-divided	
S1146	1990133	senate	1516301	2025-03-12	33-1	1	0	4	226	Read third time in full -- PASSED 33-1-1	Amends existing law to revise a provision regarding the Oil and Gas Conservation Commission.	OIL AND GAS -- Amends existing law to revise a provision regarding the Oil and Gas Conservation Commission.	out-of-gate:not-divided	
S1147	1990152	senate	1516646	2025-03-12	22-13	1	0	2		Read third time in full -- PASSED 22-13-0	Amends existing law to provide for outcomes-based funding.	EDUCATION -- Amends existing law to provide for outcomes-based funding.	out-of-gate:not-enacted	
S1148	1990252	house	1525657	2025-03-24	35-30	1	0	4	244	Read Third Time in Full -- PASSED 35-30-4	Amends existing law to increase the salaries of commissioners of the Public Utilities Commission, State Tax Commission, and Industrial Commission.	APPROPRIATIONS -- PUBLIC UTILITIES COMMISSION -- STATE TAX COMMISSION -- INDUSTRIAL COMMISSION -- Amends existing law to increase the salaries of commissioners of the Public Utilities Commission, State Tax Commission, an	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1148	1990252	senate	1515292	2025-03-11	19-15	1	0	4	244	Read third time in full -- PASSED 19-15-1	Amends existing law to increase the salaries of commissioners of the Public Utilities Commission, State Tax Commission, and Industrial Commission.	APPROPRIATIONS -- PUBLIC UTILITIES COMMISSION -- STATE TAX COMMISSION -- INDUSTRIAL COMMISSION -- Amends existing law to increase the salaries of commissioners of the Public Utilities Commission, State Tax Commission, an	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1149	1990296	house	1530301	2025-03-28	68-0	1	1	4	270		Amends existing law to revise provisions regarding property ownership in the State of Idaho.	PROPERTY -- Amends existing law to revise provisions regarding property ownership in the State of Idaho.	out-of-gate:not-divided	
S1149	1990296	senate	1517966	2025-03-14	32-3	1	1	4	270	Read third time in full as amended -- PASSED 32-3-0	Amends existing law to revise provisions regarding property ownership in the State of Idaho.	PROPERTY -- Amends existing law to revise provisions regarding property ownership in the State of Idaho.	out-of-gate:not-divided	
S1150	1990232	house	1518001	2025-03-14	38-28	1	0	4	136	Read Third Time in Full -- PASSED 38-28-4	Relates to the appropriation to the Department of Agriculture and the Soil and Water Conservation Commission for fiscal years 2025 and 2026.	APPROPRIATIONS -- DEPARTMENT OF AGRICULTURE -- Relates to the appropriation to the Department of Agriculture and the Soil and Water Conservation Commission for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1150	1990232	senate	1511610	2025-03-10	22-13	1	0	4	136	Read third time in full -- PASSED 22-13-0	Relates to the appropriation to the Department of Agriculture and the Soil and Water Conservation Commission for fiscal years 2025 and 2026.	APPROPRIATIONS -- DEPARTMENT OF AGRICULTURE -- Relates to the appropriation to the Department of Agriculture and the Soil and Water Conservation Commission for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1153	1990116	house	1530466	2025-03-28	63-0	1	0	4	271	Read Third Time in Full -- PASSED 63-0-7	Amends and adds to existing law to establish a USS Idaho SSN 799 Commemorative License Plate.	TRANSPORTATION -- Amends and adds to existing law to establish a USS Idaho SSN 799 Commemorative License Plate.	out-of-gate:not-divided	
S1153	1990116	senate	1516659	2025-03-12	31-3	1	0	4	271	Read third time in full -- PASSED 31-3-1	Amends and adds to existing law to establish a USS Idaho SSN 799 Commemorative License Plate.	TRANSPORTATION -- Amends and adds to existing law to establish a USS Idaho SSN 799 Commemorative License Plate.	out-of-gate:not-divided	
S1154	1991327	house	1525652	2025-03-24	25-44	1	0	2		Read Third Time in Full -- FAILED 25-44-1	Relates to the appropriation to the Commission on the Arts for fiscal year 2026.	APPROPRIATIONS -- COMMISSION ON THE ARTS -- Relates to the appropriation to the Commission on the Arts for fiscal year 2026.	out-of-gate:not-enacted	
S1154	1991327	senate	1514272	2025-03-11	18-16	1	0	2		Read third time in full -- PASSED 18-16-1 -Engelking	Relates to the appropriation to the Commission on the Arts for fiscal year 2026.	APPROPRIATIONS -- COMMISSION ON THE ARTS -- Relates to the appropriation to the Commission on the Arts for fiscal year 2026.	out-of-gate:not-enacted	
S1155	1991271	senate	1515375	2025-03-11	8-26	1	0	1		Read third time in full -- FAILED 8-26-1 -Engelking	Relates to the appropriation to the State Liquor Division for fiscal year 2026.	APPROPRIATIONS -- STATE LIQUOR DIVISION -- Relates to the appropriation to the State Liquor Division for fiscal year 2026.	out-of-gate:not-enacted	
S1157	1992722	house	1536091	2025-04-02	65-0	1	0	4	306		Amends existing law to revise declarations of candidacy for independent candidates for president and vice president.	ELECTIONS -- Amends existing law to revise declarations of candidacy for independent candidates for president and vice president.	out-of-gate:not-divided	
S1157	1992722	senate	1518092	2025-03-14	35-0	1	0	4	306	Read third time in full -- PASSED 35-0-0	Amends existing law to revise declarations of candidacy for independent candidates for president and vice president.	ELECTIONS -- Amends existing law to revise declarations of candidacy for independent candidates for president and vice president.	out-of-gate:not-divided	
S1159	1992832	house	1529772	2025-03-27	69-0	1	0	4	245		Amends House Bill 206 to revise provisions regarding use and distribution of emergency medical services funds and county accountability.	EMERGENCY MEDICAL SERVICES -- Amends House Bill 206 to revise provisions regarding use and distribution of emergency medical services funds and county accountability.	out-of-gate:not-divided	
S1159	1992832	senate	1516912	2025-03-12	33-0	1	0	4	245	Read third time in full -- PASSED 33-0-2	Amends House Bill 206 to revise provisions regarding use and distribution of emergency medical services funds and county accountability.	EMERGENCY MEDICAL SERVICES -- Amends House Bill 206 to revise provisions regarding use and distribution of emergency medical services funds and county accountability.	out-of-gate:not-divided	
S1160	1992777	house	1522870	2025-03-20	30-40	1	0	2		Read Third Time in Full -- FAILED 30-40-0	Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- OTHER PROGRAMS -- Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	out-of-gate:not-enacted	
S1160	1992777	senate	1515382	2025-03-11	24-11	1	0	2		Read third time in full -- PASSED 24-11-0	Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- OTHER PROGRAMS -- Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	out-of-gate:not-enacted	
S1161	1992884	house	1525674	2025-03-24	44-23	1	0	4	227	Read Third Time in Full -- PASSED 44-23-3	Relates to the appropriation to the Office of Species Conservation for fiscal year 2026.	APPROPRIATIONS -- OFFICE OF SPECIES CONSERVATION -- Relates to the appropriation to the Office of Species Conservation for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1161	1992884	senate	1514910	2025-03-11	22-12	1	0	4	227	Read third time in full -- PASSED 22-12-1	Relates to the appropriation to the Office of Species Conservation for fiscal year 2026.	APPROPRIATIONS -- OFFICE OF SPECIES CONSERVATION -- Relates to the appropriation to the Office of Species Conservation for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1162	1993858	senate	1533076	2025-04-01	11-23	1	1	1		Read third time in full as amended -- FAILED 11-23-1	Amends existing law to revise provisions regarding the authority of local governments to regulate short-term rentals and vacation rentals.	SHORT-TERM RENTALS AND VACATION RENTALS -- Amends existing law to revise provisions regarding the authority of local governments to regulate short-term rentals and vacation rentals.	out-of-gate:not-enacted	
S1164	1995210	house	1530467	2025-03-28	63-0	1	1	4	272		Adds to existing law to establish certain requirements regarding the building permit process.	BUILDING CODES -- Adds to existing law to establish certain requirements regarding the building permit process.	out-of-gate:not-divided	
S1164	1995210	senate	1525566	2025-03-24	33-0	1	1	4	272	Read in full as required) -- PASSED 33-0-2	Adds to existing law to establish certain requirements regarding the building permit process.	BUILDING CODES -- Adds to existing law to establish certain requirements regarding the building permit process.	out-of-gate:not-divided	
S1165	1994867	house	1523757	2025-03-20	20-50	1	0	2		Read Third Time in Full -- FAILED 20-50-0	Relates to the appropriation to the Department of Health and Welfare for the Behavioral Health Services Division for fiscal years 2025 and 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- BEHAVIORAL HEALTH SERVICES -- Relates to the appropriation to the Department of Health and Welfare for the Behavioral Health Services Division for fiscal years 2025 and 2026.	out-of-gate:not-enacted	
S1165	1994867	senate	1516563	2025-03-12	22-12	1	0	2		Read third time in full -- PASSED 22-12-1	Relates to the appropriation to the Department of Health and Welfare for the Behavioral Health Services Division for fiscal years 2025 and 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- BEHAVIORAL HEALTH SERVICES -- Relates to the appropriation to the Department of Health and Welfare for the Behavioral Health Services Division for fiscal years 2025 and 2026.	out-of-gate:not-enacted	
S1167	1996644	house	1529696	2025-03-27	55-13	1	0	4	254	Read Third Time in Full -- PASSED 55-13-2	Repeals existing law to remove provisions regarding weather modification.	WEATHER MODIFICATION DISTRICTS -- Repeals existing law to remove provisions regarding weather modification.	out-of-gate:not-divided	
S1167	1996644	senate	1521660	2025-03-19	34-0	1	0	4	254	Read third time in full -- PASSED 34-0-1	Repeals existing law to remove provisions regarding weather modification.	WEATHER MODIFICATION DISTRICTS -- Repeals existing law to remove provisions regarding weather modification.	out-of-gate:not-divided	
S1170	2005169	house	1529371	2025-03-27	61-8	1	0	4	228	Read Third Time in Full -- PASSED 61-8-1	Repeals and adds to existing law to establish provisions regarding ore processing by cyanidation.	ENVIRONMENTAL QUALITY -- Repeals and adds to existing law to establish provisions regarding ore processing by cyanidation.	out-of-gate:not-divided	
S1170	2005169	senate	1521687	2025-03-19	30-4	1	0	4	228	Read third time in full -- PASSED 30-4-1	Repeals and adds to existing law to establish provisions regarding ore processing by cyanidation.	ENVIRONMENTAL QUALITY -- Repeals and adds to existing law to establish provisions regarding ore processing by cyanidation.	out-of-gate:not-divided	
S1171	2004603	house	1534539	2025-04-02	64-3	1	1	4	307		Amends existing law to establish provisions regarding a civil cause of action when an abortion has been attempted or performed.	FETAL HEARTBEAT PREBORN CHILD PROTECTION ACT -- Amends existing law to establish provisions regarding a civil cause of action when an abortion has been attempted or performed.	out-of-gate:not-divided	
S1171	2004603	senate	1525249	2025-03-24	32-1	1	1	4	307	Read in full as required) -- PASSED 32-1-2	Amends existing law to establish provisions regarding a civil cause of action when an abortion has been attempted or performed.	FETAL HEARTBEAT PREBORN CHILD PROTECTION ACT -- Amends existing law to establish provisions regarding a civil cause of action when an abortion has been attempted or performed.	out-of-gate:not-divided	
S1172	2007933	house	1525656	2025-03-24	36-33	1	0	4	229	Read Third Time in Full -- PASSED 36-33-1	Relates to the appropriation to the Department of Commerce for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF COMMERCE -- Relates to the appropriation to the Department of Commerce for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1172	2007933	senate	1522174	2025-03-19	28-6	1	0	4	229	Read third time in full -- PASSED 28-6-1	Relates to the appropriation to the Department of Commerce for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF COMMERCE -- Relates to the appropriation to the Department of Commerce for fiscal year 2026.	out-of-gate:not-divided	
S1173	2008106	house	1525661	2025-03-24	56-12	1	0	4	230	Read Third Time in Full -- PASSED 56-12-2	Relates to the appropriation to the Department of Juvenile Corrections for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF JUVENILE CORRECTIONS -- Relates to the appropriation to the Department of Juvenile Corrections for fiscal year 2026.	out-of-gate:not-divided	
S1173	2008106	senate	1521721	2025-03-19	33-1	1	0	4	230	Read third time in full -- PASSED 33-1-1	Relates to the appropriation to the Department of Juvenile Corrections for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF JUVENILE CORRECTIONS -- Relates to the appropriation to the Department of Juvenile Corrections for fiscal year 2026.	out-of-gate:not-divided	
S1174	2007758	house	1525667	2025-03-24	25-44	1	0	2		Read Third Time in Full -- FAILED 25-44-1	Relates to the appropriation to the Industrial Commission for fiscal years 2025 and 2026.	APPROPRIATIONS -- INDUSTRIAL COMMISSION -- Relates to the appropriation to the Industrial Commission for fiscal years 2025 and 2026.	out-of-gate:not-enacted	
S1174	2007758	senate	1521507	2025-03-19	27-7	1	0	2		Read third time in full -- PASSED 27-7-1	Relates to the appropriation to the Industrial Commission for fiscal years 2025 and 2026.	APPROPRIATIONS -- INDUSTRIAL COMMISSION -- Relates to the appropriation to the Industrial Commission for fiscal years 2025 and 2026.	out-of-gate:not-enacted	
S1175	2010244	house	1527163	2025-03-25	42-27	1	0	4	231	Read Third Time in Full -- PASSED 42-27-1	Relates to the appropriation to the Department of Correction for fiscal years 2025 and 2026.	APPROPRIATIONS -- DEPARTMENT OF CORRECTION -- Relates to the appropriation to the Department of Correction for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1175	2010244	senate	1523741	2025-03-20	18-15	1	0	4	231	Read third time in full -- PASSED 18-15-2	Relates to the appropriation to the Department of Correction for fiscal years 2025 and 2026.	APPROPRIATIONS -- DEPARTMENT OF CORRECTION -- Relates to the appropriation to the Department of Correction for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1177	2010331	house	1527168	2025-03-25	42-26	1	0	4	232	Read Third Time in Full -- PASSED 42-26-2	Relates to the appropriation to the Division of Occupational and Professional Licenses for fiscal year 2026.	APPROPRIATIONS -- DIVISION OF OCCUPATIONAL AND PROFESSIONAL LICENSES -- Relates to the appropriation to the Division of Occupational and Professional Licenses for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1177	2010331	senate	1523885	2025-03-20	24-11	1	0	4	232	Read third time in full -- PASSED 24-11-0	Relates to the appropriation to the Division of Occupational and Professional Licenses for fiscal year 2026.	APPROPRIATIONS -- DIVISION OF OCCUPATIONAL AND PROFESSIONAL LICENSES -- Relates to the appropriation to the Division of Occupational and Professional Licenses for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1178	2010202	house	1527167	2025-03-25	39-28	1	0	4	233	Read Third Time in Full -- PASSED 39-28-3	Relates to the appropriation to the Commission on Aging for fiscal year 2026.	APPROPRIATIONS -- COMMISSION ON AGING -- Relates to the appropriation to the Commission on Aging for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1178	2010202	senate	1523888	2025-03-20	23-12	1	0	4	233	Read third time in full -- PASSED 23-12-0	Relates to the appropriation to the Commission on Aging for fiscal year 2026.	APPROPRIATIONS -- COMMISSION ON AGING -- Relates to the appropriation to the Commission on Aging for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1179	2011689	senate	1529982	2025-03-28	31-3	1	0	2		Read third time in full -- PASSED 31-3-1	Amends Senate Bill 1014 to revise provisions regarding exemptions for required testing of newborns.	HEALTH AND SAFETY -- Amends Senate Bill 1014 to revise provisions regarding exemptions for required testing of newborns.	out-of-gate:not-enacted	
S1180	2011884	house	1536768	2025-04-03	45-24	1	0	4	316		Amends and adds to existing law to establish provisions regarding the use of automated license plate readers and their data and to provide for vehicles equipped	TRANSPORTATION -- Amends and adds to existing law to establish provisions regarding the use of automated license plate readers and their data and to provide for vehicles equipped with front license plate mounting bracket	batched:batch-01	imported in batch-01
S1180	2011884	senate	1529328	2025-03-27	25-10	1	0	4	316	Read third time in full -- PASSED 25-10-0	Amends and adds to existing law to establish provisions regarding the use of automated license plate readers and their data and to provide for vehicles equipped	TRANSPORTATION -- Amends and adds to existing law to establish provisions regarding the use of automated license plate readers and their data and to provide for vehicles equipped with front license plate mounting bracket	batched:batch-01	imported in batch-01
S1181	2011806	house	1536506	2025-04-03	65-2	1	0	4	329		Amends existing law to revise provisions regarding the Office of the State Public Defender and indigent public defense in this state.	PUBLIC DEFENSE -- Amends existing law to revise provisions regarding the Office of the State Public Defender and indigent public defense in this state.	out-of-gate:not-divided	
S1181	2011806	senate	1525200	2025-03-24	34-0	1	0	4	329	Read in full as required) -- PASSED 34-0-1	Amends existing law to revise provisions regarding the Office of the State Public Defender and indigent public defense in this state.	PUBLIC DEFENSE -- Amends existing law to revise provisions regarding the Office of the State Public Defender and indigent public defense in this state.	out-of-gate:not-divided	
S1183	2011920	house	1529738	2025-03-27	46-23	1	0	4	249		Adds to existing law to establish the Wildfire Standard of Care Act.	WILDFIRE STANDARD OF CARE ACT -- Adds to existing law to establish the Wildfire Standard of Care Act.	batched:batch-01	imported in batch-01
S1183	2011920	senate	1525625	2025-03-24	24-11	1	0	4	249	Read in full as required) -- PASSED 24-11-0	Adds to existing law to establish the Wildfire Standard of Care Act.	WILDFIRE STANDARD OF CARE ACT -- Adds to existing law to establish the Wildfire Standard of Care Act.	batched:batch-01	imported in batch-01
S1185	2013402	house	1532734	2025-03-31	53-16	1	0	4	273	Read Third Time in Full -- PASSED 53-16-1	Relates to the appropriation to the Judicial Branch for fiscal year 2026.	APPROPRIATIONS -- JUDICIAL BRANCH -- Relates to the appropriation to the Judicial Branch for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1185	2013402	senate	1529323	2025-03-27	29-6	1	0	4	273	Read third time in full -- PASSED 29-6-0	Relates to the appropriation to the Judicial Branch for fiscal year 2026.	APPROPRIATIONS -- JUDICIAL BRANCH -- Relates to the appropriation to the Judicial Branch for fiscal year 2026.	out-of-gate:not-divided	
S1187	2013472	house	1536243	2025-04-02	64-0	1	0	4	308		Amends Senate Bill 1133 to revise the Agricultural Protection Area Act.	AGRICULTURAL PROTECTION AREAS -- Amends Senate Bill 1133 to revise the Agricultural Protection Area Act.	out-of-gate:not-divided	
S1187	2013472	senate	1530088	2025-03-28	34-0	1	0	4	308	Read third time in full -- PASSED 34-0-1	Amends Senate Bill 1133 to revise the Agricultural Protection Area Act.	AGRICULTURAL PROTECTION AREAS -- Amends Senate Bill 1133 to revise the Agricultural Protection Area Act.	out-of-gate:not-divided	
S1190	2014597	house	1533195	2025-04-01	51-17	1	0	4	291		Provides appropriations for a statutory increase to commissioner salaries of the Public Utilities Commission, Industrial Commission, and State Tax Commission.	APPROPRIATIONS -- PUBLIC UTILITIES COMMISSION -- STATE TAX COMMISSION -- INDUSTRIAL COMMISSION -- Provides appropriations for a statutory increase to commissioner salaries of the Public Utilities Commission, Industrial C	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
